,violation_id,violation_name,Place,Region,StoreID,Camid,timestamp,total_violations
167,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 15:58:20,2
168,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 15:58:20,2
169,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 15:58:20,2
170,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 15:58:20,2
171,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 15:58:20,2
172,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 15:58:20,2
173,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 15:58:20,2
174,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 15:58:20,1
175,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 15:58:20,1
176,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 15:58:20,1
177,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 15:58:20,2
178,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 15:58:20,1
179,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 15:58:20,1
180,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 15:58:20,1
181,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 15:58:20,1
182,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 15:58:20,1
183,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 15:58:20,1
184,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 15:58:20,1
185,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 15:58:20,1
186,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 15:58:20,1
187,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 15:58:20,1
188,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 15:58:20,1
189,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 15:58:20,1
190,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 15:58:20,1
191,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 15:58:20,1
192,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 15:58:20,1
193,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 15:58:20,1
194,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 15:58:20,1
195,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 15:58:20,1
196,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 15:58:20,2
197,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 15:58:20,1
198,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 15:58:20,1
199,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 15:58:20,1
200,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
201,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
202,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
203,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
204,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
205,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
206,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
207,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
208,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,2
209,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,2
210,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
211,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
212,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
213,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
214,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
215,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
216,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
217,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,2
218,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
219,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
220,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,2
221,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,2
222,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
223,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
224,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
225,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
226,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
227,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,2
228,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,2
229,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
230,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,2
231,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
232,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
233,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
234,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,2
235,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,2
236,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
237,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
238,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
239,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
240,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
241,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
242,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
243,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,2
244,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
245,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
246,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
247,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
248,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
249,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,2
250,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
251,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
252,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
253,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
254,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
255,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,0
256,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
257,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
258,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
259,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
260,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
261,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
262,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
263,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
264,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
265,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
266,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
267,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
268,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
269,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
270,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
271,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
272,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
273,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,2
274,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
275,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
276,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
277,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
278,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
279,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
280,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
281,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
282,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
283,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,2
284,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,3
285,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,2
286,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,3
287,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,3
288,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,3
289,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,2
290,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,2
291,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,2
292,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,2
293,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,2
294,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,3
295,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,3
296,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,3
297,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,3
298,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,2
299,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,2
300,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,2
301,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
302,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
303,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
304,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
305,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
306,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
307,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
308,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
309,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
310,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
311,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,1
312,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,2
313,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,2
314,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,2
315,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,2
316,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,2
317,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,2
318,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,3
319,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,2
320,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,2
321,1,Missing harinet,Middle East,Qatar,2,224,2020-11-13 16:58:20,2
